DS_0,DS_1,DS_2,DS_3,DS_4,DS_5,DS_6,DS_7,DS_8,DS_9,DS_10,DS_11,DS_12,DS_13,DS_14,DS_15,DS_16,DS_17,DS_18,DS_19
,,,,,,,,MMETSP0759-doi:10.5281/zenodo.1212585-TRINITY_DN2407_c0_g1_i1,NC_055546,NC_076939,NC_076711,MMETSP0803-doi:10.5281/zenodo.1212585-TRINITY_DN11377_c1_g1_i2,MMETSP0810-doi:10.5281/zenodo.1212585-TRINITY_DN51970_c8_g1_i1,MMETSP1417-doi:10.5281/zenodo.1212585-TRINITY_DN6342_c0_g1_i1,NC_077028,MMETSP0158-doi:10.5281/zenodo.1212585-TRINITY_DN8013_c0_g2_i1,MMETSP1089-doi:10.5281/zenodo.1212585-TRINITY_DN20837_c2_g1_i1,MMETSP0936-doi:10.5281/zenodo.1212585-TRINITY_DN2896_c0_g1_i24,MMETSP0359-doi:10.5281/zenodo.1212585-TRINITY_DN34308_c3_g2_i1
,,,,,,,,MMETSP0208-doi:10.5281/zenodo.1212585-TRINITY_DN4473_c0_g1_i1,NC_075450,NC_027705,NC_022613,MMETSP0151-doi:10.5281/zenodo.1212585-TRINITY_DN15580_c0_g2_i1,MMETSP0271-doi:10.5281/zenodo.1212585-TRINITY_DN57236_c6_g1_i1,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN6926_c2_g1_i2,NC_077044,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8688_c0_g1_i5,MMETSP0899-doi:10.5281/zenodo.1212585-TRINITY_DN10936_c3_g2_i1,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN14741_c0_g1_i10,MMETSP0914-doi:10.5281/zenodo.1212585-TRINITY_DN14505_c0_g1_i1
,,,,,,,,MMETSP0114-doi:10.5281/zenodo.1212585-TRINITY_DN16856_c7_g3_i1,NC_037665,NC_076946,NC_020852,MMETSP0158-doi:10.5281/zenodo.1212585-TRINITY_DN11072_c0_g1_i2,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8627_c0_g3_i1,MMETSP0733-doi:10.5281/zenodo.1212585-TRINITY_DN15613_c0_g1_i1,NC_018667,MMETSP0288-doi:10.5281/zenodo.1212585-TRINITY_DN10834_c6_g1_i2,MMETSP0010-doi:10.5281/zenodo.1212585-TRINITY_DN13428_c1_g1_i2,MMETSP0123-doi:10.5281/zenodo.1212585-TRINITY_DN11430_c0_g1_i1,MMETSP0891-doi:10.5281/zenodo.1212585-TRINITY_DN5671_c6_g1_i1
,,,,,,,,NC_077048,NC_075136,NC_055165,NC_078130,MMETSP0899-doi:10.5281/zenodo.1212585-TRINITY_DN5730_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8077_c0_g2_i1,MMETSP1408-doi:10.5281/zenodo.1212585-TRINITY_DN560_c0_g2_i1,NC_076924,MMETSP1419-doi:10.5281/zenodo.1212585-TRINITY_DN7466_c0_g1_i1,MMETSP0759-doi:10.5281/zenodo.1212585-TRINITY_DN2923_c0_g1_i1,MMETSP1082-doi:10.5281/zenodo.1212585-TRINITY_DN3087_c11_g1_i1,MMETSP0013-doi:10.5281/zenodo.1212585-TRINITY_DN12427_c1_g1_i3
,,,,,,,,NC_076232,NC_028793,NC_076204,NC_076696,MMETSP1048-doi:10.5281/zenodo.1212585-TRINITY_DN13174_c0_g1_i1,MMETSP0696-doi:10.5281/zenodo.1212585-TRINITY_DN10808_c2_g1_i2,MMETSP1082-doi:10.5281/zenodo.1212585-TRINITY_DN3083_c0_g1_i1,NC_077119,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN12407_c0_g1_i5,MMETSP0059-doi:10.5281/zenodo.1212585-TRINITY_DN8650_c0_g1_i1,MMETSP0933-doi:10.5281/zenodo.1212585-TRINITY_DN2316_c0_g1_i1,MMETSP0885-doi:10.5281/zenodo.1212585-TRINITY_DN12043_c13_g1_i26
,,,,,,,,NC_076976,NC_076003,NC_078362,NC_075274,MMETSP0759-doi:10.5281/zenodo.1212585-TRINITY_DN3103_c0_g1_i2,MMETSP1416-doi:10.5281/zenodo.1212585-TRINITY_DN8264_c0_g1_i1,MMETSP0095-doi:10.5281/zenodo.1212585-TRINITY_DN26664_c0_g1_i1,NC_035132,MMETSP0780-doi:10.5281/zenodo.1212585-TRINITY_DN14689_c1_g1_i14,MMETSP0010-doi:10.5281/zenodo.1212585-TRINITY_DN13936_c0_g1_i4,MMETSP1110-doi:10.5281/zenodo.1212585-TRINITY_DN55318_c0_g1_i1,MMETSP1057-doi:10.5281/zenodo.1212585-TRINITY_DN8300_c3_g1_i2
,,,,,,,,NC_076494,NC_078270,NC_076992,NC_021312,MMETSP0106-doi:10.5281/zenodo.1212585-TRINITY_DN13222_c9_g1_i1,MMETSP1387-doi:10.5281/zenodo.1212585-TRINITY_DN3500_c5_g3_i1,MMETSP0786-doi:10.5281/zenodo.1212585-TRINITY_DN7779_c3_g1_i1,NC_076456,MMETSP0017-doi:10.5281/zenodo.1212585-TRINITY_DN8644_c1_g1_i2,MMETSP0106-doi:10.5281/zenodo.1212585-TRINITY_DN12981_c2_g1_i1,MMETSP1047-doi:10.5281/zenodo.1212585-TRINITY_DN26177_c0_g1_i1,MMETSP1475-doi:10.5281/zenodo.1212585-TRINITY_DN5470_c0_g2_i2
,,,,,,,,NC_076457,NC_078045,NC_004003,NC_076943,MMETSP1060-doi:10.5281/zenodo.1212585-TRINITY_DN7561_c10_g1_i4,MMETSP1403-doi:10.5281/zenodo.1212585-TRINITY_DN4192_c1_g1_i1,MMETSP0029-doi:10.5281/zenodo.1212585-TRINITY_DN13040_c0_g1_i1,NC_055315,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN14322_c0_g2_i2,MMETSP1050-doi:10.5281/zenodo.1212585-TRINITY_DN28469_c0_g1_i1,MMETSP1404-doi:10.5281/zenodo.1212585-TRINITY_DN4752_c5_g1_i31,MMETSP0799-doi:10.5281/zenodo.1212585-TRINITY_DN38383_c1_g2_i1
,,,,,,,,NC_076635,NC_055413,NC_078604,NC_033841,MMETSP1384-doi:10.5281/zenodo.1212585-TRINITY_DN28213_c0_g1_i1,MMETSP0573-doi:10.5281/zenodo.1212585-TRINITY_DN67117_c5_g1_i1,MMETSP0929-doi:10.5281/zenodo.1212585-TRINITY_DN1716_c0_g1_i1,DQ473492,MMETSP0937-doi:10.5281/zenodo.1212585-TRINITY_DN2464_c20_g1_i1,MMETSP0811-doi:10.5281/zenodo.1212585-TRINITY_DN33399_c1_g1_i1,MMETSP0039-doi:10.5281/zenodo.1212585-TRINITY_DN47338_c5_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8188_c0_g1_i13
,,,,,,,,NC_079076,NC_077028,NC_077110,NC_077114,MMETSP0725-doi:10.5281/zenodo.1212585-TRINITY_DN624_c0_g2_i1,MMETSP0120-doi:10.5281/zenodo.1212585-TRINITY_DN45699_c7_g1_i1,MMETSP0141-doi:10.5281/zenodo.1212585-TRINITY_DN5793_c0_g1_i1,ON219793,MMETSP0419-doi:10.5281/zenodo.1212585-TRINITY_DN9803_c0_g2_i1,MMETSP1052-doi:10.5281/zenodo.1212585-TRINITY_DN18724_c0_g1_i1,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN11826_c0_g1_i1,MMETSP0114-doi:10.5281/zenodo.1212585-TRINITY_DN16889_c3_g1_i1
,,,,,,,,NC_076682,NC_076000,NC_077052,NC_079126,MMETSP1418-doi:10.5281/zenodo.1212585-TRINITY_DN6070_c0_g1_i1,MMETSP0030-doi:10.5281/zenodo.1212585-TRINITY_DN88836_c0_g1_i1,MMETSP0168-doi:10.5281/zenodo.1212585-TRINITY_DN6551_c9_g1_i1,NC_055309,MMETSP0039-doi:10.5281/zenodo.1212585-TRINITY_DN46067_c1_g1_i1,MMETSP1089-doi:10.5281/zenodo.1212585-TRINITY_DN17342_c1_g1_i1,MMETSP0850-doi:10.5281/zenodo.1212585-TRINITY_DN8515_c1_g2_i1,MMETSP1096-doi:10.5281/zenodo.1212585-TRINITY_DN32422_c4_g2_i1
,,,,,,,,NC_028238,NC_078082,NC_076615,NC_076968,MMETSP0937-doi:10.5281/zenodo.1212585-TRINITY_DN2473_c9_g1_i14,MMETSP0882-doi:10.5281/zenodo.1212585-TRINITY_DN11409_c1_g1_i4,MMETSP0752-doi:10.5281/zenodo.1212585-TRINITY_DN10936_c3_g1_i1,NC_075992,MMETSP0201-doi:10.5281/zenodo.1212585-TRINITY_DN74762_c7_g2_i2,MMETSP0308-doi:10.5281/zenodo.1212585-TRINITY_DN1591_c0_g1_i1,MMETSP1066-doi:10.5281/zenodo.1212585-TRINITY_DN26867_c0_g1_i1,MMETSP0724-doi:10.5281/zenodo.1212585-TRINITY_DN1434_c1_g1_i1
,,,,,,,,NC_078982,NC_076882,NC_027708,NC_076400,MMETSP0017-doi:10.5281/zenodo.1212585-TRINITY_DN12750_c0_g2_i8,MMETSP0758-doi:10.5281/zenodo.1212585-TRINITY_DN3768_c3_g2_i1,MMETSP0648-doi:10.5281/zenodo.1212585-TRINITY_DN70930_c5_g1_i4,NC_078628,MMETSP1388-doi:10.5281/zenodo.1212585-TRINITY_DN9766_c0_g1_i1,MMETSP0661-doi:10.5281/zenodo.1212585-TRINITY_DN37293_c0_g1_i4,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9265_c3_g1_i1,MMETSP1460-doi:10.5281/zenodo.1212585-TRINITY_DN2536_c5_g2_i1
,,,,,,,,DQ473500,NC_055383,NC_043110,NC_055389,MMETSP1057-doi:10.5281/zenodo.1212585-TRINITY_DN7128_c1_g1_i3,MMETSP1460-doi:10.5281/zenodo.1212585-TRINITY_DN2635_c6_g2_i2,MMETSP1059-doi:10.5281/zenodo.1212585-TRINITY_DN7341_c5_g2_i2,NC_055207,MMETSP0047-doi:10.5281/zenodo.1212585-TRINITY_DN25095_c1_g1_i1,MMETSP0034-doi:10.5281/zenodo.1212585-TRINITY_DN16979_c0_g2_i1,MMETSP1083-doi:10.5281/zenodo.1212585-TRINITY_DN20242_c2_g1_i1,MMETSP0090-doi:10.5281/zenodo.1212585-TRINITY_DN6230_c10_g1_i1
,,,,,,,,NC_075563,NC_014564,NC_055396,NC_076021,MMETSP0807-doi:10.5281/zenodo.1212585-TRINITY_DN2082_c0_g1_i3,MMETSP0648-doi:10.5281/zenodo.1212585-TRINITY_DN37606_c0_g2_i1,MMETSP0039-doi:10.5281/zenodo.1212585-TRINITY_DN41055_c0_g1_i1,NC_024071,MMETSP1054-doi:10.5281/zenodo.1212585-TRINITY_DN16092_c0_g1_i16,MMETSP0319-doi:10.5281/zenodo.1212585-TRINITY_DN6392_c0_g1_i2,MMETSP1344-doi:10.5281/zenodo.1212585-TRINITY_DN18855_c0_g1_i13,MMETSP1322-doi:10.5281/zenodo.1212585-TRINITY_DN6955_c0_g1_i1
,,,,,,,,NC_034561,NC_076661,NC_076989,NC_077112,MMETSP0785-doi:10.5281/zenodo.1212585-TRINITY_DN6439_c1_g1_i1,MMETSP1438-doi:10.5281/zenodo.1212585-TRINITY_DN23037_c0_g1_i1,MMETSP1071-doi:10.5281/zenodo.1212585-TRINITY_DN1416_c0_g1_i1,NC_076638,MMETSP1047-doi:10.5281/zenodo.1212585-TRINITY_DN22581_c0_g1_i1,MMETSP0804-doi:10.5281/zenodo.1212585-TRINITY_DN11040_c0_g1_i1,MMETSP1132-doi:10.5281/zenodo.1212585-TRINITY_DN13697_c1_g1_i1,MMETSP0724-doi:10.5281/zenodo.1212585-TRINITY_DN9579_c7_g3_i1
,,,,,,,,NC_076918,NC_055181,NC_055430,NC_036594,MMETSP0034-doi:10.5281/zenodo.1212585-TRINITY_DN17143_c2_g1_i1,MMETSP0259-doi:10.5281/zenodo.1212585-TRINITY_DN2917_c0_g1_i1,MMETSP1055-doi:10.5281/zenodo.1212585-TRINITY_DN15769_c1_g1_i9,ON116187,MMETSP0416-doi:10.5281/zenodo.1212585-TRINITY_DN26187_c0_g2_i1,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN32827_c1_g1_i6,MMETSP0578-doi:10.5281/zenodo.1212585-TRINITY_DN10973_c1_g1_i1,MMETSP0977-doi:10.5281/zenodo.1212585-TRINITY_DN730_c0_g1_i1
,,,,,,,,MH484309,NC_035797,NC_078077,NC_078564,MMETSP1433-doi:10.5281/zenodo.1212585-TRINITY_DN6143_c0_g1_i1,MMETSP0052-doi:10.5281/zenodo.1212585-TRINITY_DN4887_c0_g1_i1,MMETSP0233-doi:10.5281/zenodo.1212585-TRINITY_DN2865_c15_g1_i1,NC_015932,MMETSP0795-doi:10.5281/zenodo.1212585-TRINITY_DN12078_c8_g2_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN8932_c4_g3_i1,MMETSP0008-doi:10.5281/zenodo.1212585-TRINITY_DN19708_c0_g1_i1,MMETSP0933-doi:10.5281/zenodo.1212585-TRINITY_DN2026_c19_g1_i1
,,,,,,,,NC_078159,MW314143,NC_076459,NC_076397,MMETSP0795-doi:10.5281/zenodo.1212585-TRINITY_DN10850_c0_g1_i2,MMETSP0893-doi:10.5281/zenodo.1212585-TRINITY_DN7948_c0_g1_i1,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN29351_c0_g1_i1,NC_076294,MMETSP0259-doi:10.5281/zenodo.1212585-TRINITY_DN18550_c4_g1_i1,MMETSP0751-doi:10.5281/zenodo.1212585-TRINITY_DN7961_c1_g1_i1,MMETSP0993-doi:10.5281/zenodo.1212585-TRINITY_DN19072_c0_g1_i1,MMETSP0417-doi:10.5281/zenodo.1212585-TRINITY_DN4713_c3_g1_i1
,,,,,,,,NC_020485,NC_001524,NC_011183,NC_055578,MMETSP0017-doi:10.5281/zenodo.1212585-TRINITY_DN15391_c0_g1_i2,MMETSP0789-doi:10.5281/zenodo.1212585-TRINITY_DN4090_c0_g1_i1,MMETSP0971-doi:10.5281/zenodo.1212585-TRINITY_DN11772_c0_g1_i1,NC_076008,MMETSP1084-doi:10.5281/zenodo.1212585-TRINITY_DN4171_c11_g3_i1,MMETSP0786-doi:10.5281/zenodo.1212585-TRINITY_DN10950_c0_g1_i1,MMETSP1084-doi:10.5281/zenodo.1212585-TRINITY_DN4079_c13_g1_i1,MMETSP0880-doi:10.5281/zenodo.1212585-TRINITY_DN4509_c0_g1_i1
,,,,,,,,NC_055459,NC_076006,NC_055432,NC_077108,MMETSP1402-doi:10.5281/zenodo.1212585-TRINITY_DN4524_c11_g1_i3,MMETSP0933-doi:10.5281/zenodo.1212585-TRINITY_DN1353_c0_g1_i1,MMETSP0327-doi:10.5281/zenodo.1212585-TRINITY_DN8811_c1_g1_i1,NC_055380,MMETSP0102-doi:10.5281/zenodo.1212585-TRINITY_DN13360_c9_g1_i1,MMETSP1142-doi:10.5281/zenodo.1212585-TRINITY_DN10910_c5_g1_i1,MMETSP0807-doi:10.5281/zenodo.1212585-TRINITY_DN3767_c0_g1_i2,MMETSP0235-doi:10.5281/zenodo.1212585-TRINITY_DN4822_c2_g1_i1
,,,,,,,,NC_076684,NC_076662,NC_078318,NC_078868,MMETSP1089-doi:10.5281/zenodo.1212585-TRINITY_DN20767_c1_g2_i2,MMETSP1050-doi:10.5281/zenodo.1212585-TRINITY_DN29660_c6_g1_i8,MMETSP0970-doi:10.5281/zenodo.1212585-TRINITY_DN9136_c2_g1_i1,NC_015230,MMETSP0004-doi:10.5281/zenodo.1212585-TRINITY_DN9256_c12_g1_i1,MMETSP1401-doi:10.5281/zenodo.1212585-TRINITY_DN1904_c0_g1_i1,MMETSP0724-doi:10.5281/zenodo.1212585-TRINITY_DN9478_c9_g1_i1,MMETSP0319-doi:10.5281/zenodo.1212585-TRINITY_DN434_c0_g1_i1
,,,,,,,,NC_076848,NC_077012,NC_076905,NC_079033,MMETSP0915-doi:10.5281/zenodo.1212585-TRINITY_DN13156_c1_g1_i4,MMETSP1401-doi:10.5281/zenodo.1212585-TRINITY_DN4388_c1_g2_i1,MMETSP0759-doi:10.5281/zenodo.1212585-TRINITY_DN3645_c0_g1_i1,NC_055441,MMETSP1032-doi:10.5281/zenodo.1212585-TRINITY_DN17687_c0_g1_i1,MMETSP1163-doi:10.5281/zenodo.1212585-TRINITY_DN8337_c0_g3_i3,MMETSP0087-doi:10.5281/zenodo.1212585-TRINITY_DN15340_c2_g1_i1,MMETSP0972-doi:10.5281/zenodo.1212585-TRINITY_DN12046_c0_g1_i2
,,,,,,,,NC_076182,NC_055374,NC_075290,NC_076639,MMETSP1063-doi:10.5281/zenodo.1212585-TRINITY_DN10200_c0_g1_i1,MMETSP0751-doi:10.5281/zenodo.1212585-TRINITY_DN8573_c11_g1_i1,MMETSP0984-doi:10.5281/zenodo.1212585-TRINITY_DN11590_c3_g1_i1,NC_078685,MMETSP1390-doi:10.5281/zenodo.1212585-TRINITY_DN3634_c0_g1_i1,MMETSP1387-doi:10.5281/zenodo.1212585-TRINITY_DN3194_c0_g1_i1,MMETSP1433-doi:10.5281/zenodo.1212585-TRINITY_DN6942_c0_g2_i1,MMETSP1059-doi:10.5281/zenodo.1212585-TRINITY_DN6362_c2_g1_i1
,,,,,,,,NC_078912,NC_078070,NC_055456,NC_055526,MMETSP0052-doi:10.5281/zenodo.1212585-TRINITY_DN1299_c0_g1_i1,MMETSP0008-doi:10.5281/zenodo.1212585-TRINITY_DN12701_c0_g1_i1,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN32980_c0_g1_i15,NC_076680,MMETSP0563-doi:10.5281/zenodo.1212585-TRINITY_DN9589_c1_g1_i1,MMETSP0899-doi:10.5281/zenodo.1212585-TRINITY_DN4139_c0_g1_i1,MMETSP1110-doi:10.5281/zenodo.1212585-TRINITY_DN74511_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8471_c5_g1_i5
,,,,,,,,NC_008030,NC_078963,NC_075997,NC_055399,MMETSP0151-doi:10.5281/zenodo.1212585-TRINITY_DN17028_c7_g1_i1,MMETSP1154-doi:10.5281/zenodo.1212585-TRINITY_DN15061_c11_g1_i1,MMETSP0258-doi:10.5281/zenodo.1212585-TRINITY_DN8369_c0_g1_i1,NC_076883,MMETSP0914-doi:10.5281/zenodo.1212585-TRINITY_DN12052_c0_g1_i2,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN11254_c0_g1_i2,MMETSP0447-doi:10.5281/zenodo.1212585-TRINITY_DN18251_c1_g1_i2,MMETSP1017-doi:10.5281/zenodo.1212585-TRINITY_DN40958_c0_g1_i1
,,,,,,,,NC_078374,NC_055505,NC_032001,NC_035188,MMETSP0883-doi:10.5281/zenodo.1212585-TRINITY_DN12480_c8_g4_i1,MMETSP0786-doi:10.5281/zenodo.1212585-TRINITY_DN8190_c0_g1_i1,MMETSP1404-doi:10.5281/zenodo.1212585-TRINITY_DN3373_c1_g1_i1,NC_077972,MMETSP0997-doi:10.5281/zenodo.1212585-TRINITY_DN18770_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8082_c0_g3_i11,MMETSP1320-doi:10.5281/zenodo.1212585-TRINITY_DN10177_c0_g2_i1,MMETSP0933-doi:10.5281/zenodo.1212585-TRINITY_DN1828_c1_g1_i1
,,,,,,,,NC_016895,NC_078440,NC_001266,NC_078977,MMETSP1152-doi:10.5281/zenodo.1212585-TRINITY_DN15187_c10_g1_i1,MMETSP0321-doi:10.5281/zenodo.1212585-TRINITY_DN11068_c1_g1_i1,MMETSP1103-doi:10.5281/zenodo.1212585-TRINITY_DN7034_c0_g1_i1,NC_077762,MMETSP1163-doi:10.5281/zenodo.1212585-TRINITY_DN7408_c0_g1_i2,MMETSP0893-doi:10.5281/zenodo.1212585-TRINITY_DN8651_c2_g2_i1,MMETSP0891-doi:10.5281/zenodo.1212585-TRINITY_DN5654_c1_g1_i5,MMETSP1103-doi:10.5281/zenodo.1212585-TRINITY_DN8676_c0_g1_i5
,,,,,,,,NC_078896,NC_076294,NC_032412,NC_076995,MMETSP0010-doi:10.5281/zenodo.1212585-TRINITY_DN15205_c0_g1_i3,MMETSP0158-doi:10.5281/zenodo.1212585-TRINITY_DN10827_c0_g1_i1,MMETSP1415-doi:10.5281/zenodo.1212585-TRINITY_DN8791_c0_g1_i1,NC_076512,MMETSP0879-doi:10.5281/zenodo.1212585-TRINITY_DN9603_c0_g2_i1,MMETSP0982-doi:10.5281/zenodo.1212585-TRINITY_DN11122_c1_g1_i1,MMETSP1400-doi:10.5281/zenodo.1212585-TRINITY_DN3730_c5_g1_i1,MMETSP1048-doi:10.5281/zenodo.1212585-TRINITY_DN14317_c0_g1_i1
,,,,,,,,NC_075488,NC_078254,NC_055595,NC_077221,MMETSP0996-doi:10.5281/zenodo.1212585-TRINITY_DN16537_c0_g2_i1,MMETSP0143-doi:10.5281/zenodo.1212585-TRINITY_DN39581_c2_g1_i6,MMETSP0882-doi:10.5281/zenodo.1212585-TRINITY_DN12367_c6_g1_i3,NC_079071,MMETSP0580-doi:10.5281/zenodo.1212585-TRINITY_DN4195_c1_g1_i1,MMETSP0063-doi:10.5281/zenodo.1212585-TRINITY_DN14700_c1_g2_i1,MMETSP0785-doi:10.5281/zenodo.1212585-TRINITY_DN6391_c1_g2_i1,MMETSP0961-doi:10.5281/zenodo.1212585-TRINITY_DN11530_c0_g1_i1
,,,,,,,,NC_055506,NC_034154,NC_078626,NC_038511,MMETSP0139-doi:10.5281/zenodo.1212585-TRINITY_DN6998_c0_g1_i1,MMETSP0804-doi:10.5281/zenodo.1212585-TRINITY_DN13259_c0_g3_i1,MMETSP1057-doi:10.5281/zenodo.1212585-TRINITY_DN8794_c3_g1_i1,NC_028380,MMETSP0150-doi:10.5281/zenodo.1212585-TRINITY_DN9008_c12_g1_i1,MMETSP0101-doi:10.5281/zenodo.1212585-TRINITY_DN17397_c9_g7_i2,MMETSP0804-doi:10.5281/zenodo.1212585-TRINITY_DN13552_c0_g1_i1,MMETSP1355-doi:10.5281/zenodo.1212585-TRINITY_DN18900_c5_g1_i1
,,,,,,,,NC_055641,NC_075972,NC_076684,NC_055169,MMETSP1419-doi:10.5281/zenodo.1212585-TRINITY_DN9235_c1_g1_i1,MMETSP0113-doi:10.5281/zenodo.1212585-TRINITY_DN14330_c2_g1_i3,MMETSP0013-doi:10.5281/zenodo.1212585-TRINITY_DN13581_c0_g1_i1,NC_023425,MMETSP1401-doi:10.5281/zenodo.1212585-TRINITY_DN4429_c6_g1_i1,MMETSP0754-doi:10.5281/zenodo.1212585-TRINITY_DN9704_c0_g1_i1,MMETSP0208-doi:10.5281/zenodo.1212585-TRINITY_DN8786_c1_g1_i1,MMETSP1425-doi:10.5281/zenodo.1212585-TRINITY_DN13157_c0_g2_i1
,,,,,,,,NC_055423,NC_075368,NC_076842,NC_030656,MMETSP0972-doi:10.5281/zenodo.1212585-TRINITY_DN10622_c0_g1_i1,MMETSP1062-doi:10.5281/zenodo.1212585-TRINITY_DN13116_c2_g1_i1,MMETSP0361-doi:10.5281/zenodo.1212585-TRINITY_DN31504_c0_g1_i1,NC_077095,MMETSP0936-doi:10.5281/zenodo.1212585-TRINITY_DN2933_c7_g1_i3,MMETSP0294-doi:10.5281/zenodo.1212585-TRINITY_DN20716_c5_g1_i1,MMETSP0015-doi:10.5281/zenodo.1212585-TRINITY_DN21962_c1_g1_i2,MMETSP1386-doi:10.5281/zenodo.1212585-TRINITY_DN2941_c9_g2_i1
,,,,,,,,NC_077029,NC_032105,NC_077928,NC_078695,MMETSP0699-doi:10.5281/zenodo.1212585-TRINITY_DN7934_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8471_c5_g1_i5,MMETSP1412-doi:10.5281/zenodo.1212585-TRINITY_DN11478_c0_g1_i1,NC_077048,MMETSP0807-doi:10.5281/zenodo.1212585-TRINITY_DN338_c0_g2_i1,MMETSP1418-doi:10.5281/zenodo.1212585-TRINITY_DN11063_c4_g1_i1,MMETSP0308-doi:10.5281/zenodo.1212585-TRINITY_DN14476_c1_g2_i1,MMETSP1052-doi:10.5281/zenodo.1212585-TRINITY_DN17201_c0_g1_i12
,,,,,,,,NC_076869,NC_076974,NC_023611,NC_076468,MMETSP0738-doi:10.5281/zenodo.1212585-TRINITY_DN18857_c9_g1_i2,MMETSP1052-doi:10.5281/zenodo.1212585-TRINITY_DN16632_c1_g2_i1,MMETSP0527-doi:10.5281/zenodo.1212585-TRINITY_DN65772_c0_g1_i1,NC_055294,MMETSP1063-doi:10.5281/zenodo.1212585-TRINITY_DN11389_c0_g2_i1,MMETSP1412-doi:10.5281/zenodo.1212585-TRINITY_DN7228_c0_g1_i1,MMETSP0697-doi:10.5281/zenodo.1212585-TRINITY_DN11120_c1_g1_i1,MMETSP1344-doi:10.5281/zenodo.1212585-TRINITY_DN19169_c0_g1_i9
,,,,,,,,NC_028484,NC_076615,NC_076631,NC_055165,MMETSP1127-doi:10.5281/zenodo.1212585-TRINITY_DN8024_c0_g1_i1,MMETSP0804-doi:10.5281/zenodo.1212585-TRINITY_DN13033_c2_g2_i1,MMETSP0878-doi:10.5281/zenodo.1212585-TRINITY_DN8209_c0_g1_i1,NC_016996,MMETSP1433-doi:10.5281/zenodo.1212585-TRINITY_DN14022_c0_g1_i1,MMETSP1132-doi:10.5281/zenodo.1212585-TRINITY_DN5351_c0_g1_i1,MMETSP0887-doi:10.5281/zenodo.1212585-TRINITY_DN9771_c6_g1_i2,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN7450_c0_g3_i6
,,,,,,,,NC_078270,NC_015960,NC_079009,NC_076855,MMETSP0879-doi:10.5281/zenodo.1212585-TRINITY_DN12322_c0_g1_i1,MMETSP0944-doi:10.5281/zenodo.1212585-TRINITY_DN18298_c0_g1_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN9676_c0_g1_i4,NC_079064,MMETSP1345-doi:10.5281/zenodo.1212585-TRINITY_DN5919_c1_g1_i1,MMETSP0804-doi:10.5281/zenodo.1212585-TRINITY_DN13562_c0_g2_i1,MMETSP1105-doi:10.5281/zenodo.1212585-TRINITY_DN9536_c0_g1_i1,MMETSP0171-doi:10.5281/zenodo.1212585-TRINITY_DN17228_c13_g1_i1
,,,,,,,,NC_005179,NC_078345,NC_076846,NC_055181,MMETSP0308-doi:10.5281/zenodo.1212585-TRINITY_DN10310_c0_g1_i1,MMETSP0795-doi:10.5281/zenodo.1212585-TRINITY_DN10014_c0_g1_i1,MMETSP1064-doi:10.5281/zenodo.1212585-TRINITY_DN4423_c0_g1_i1,NC_078243,MMETSP0595-doi:10.5281/zenodo.1212585-TRINITY_DN5006_c0_g1_i1,MMETSP1110-doi:10.5281/zenodo.1212585-TRINITY_DN53821_c0_g1_i1,MMETSP0146-doi:10.5281/zenodo.1212585-TRINITY_DN37567_c0_g2_i1,MMETSP0573-doi:10.5281/zenodo.1212585-TRINITY_DN66581_c0_g1_i1
,,,,,,,,NC_076416,NC_055496,DQ473510,NC_076633,MMETSP1057-doi:10.5281/zenodo.1212585-TRINITY_DN8849_c2_g2_i4,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN14875_c4_g1_i9,MMETSP0574-doi:10.5281/zenodo.1212585-TRINITY_DN64598_c4_g1_i1,NC_078130,MMETSP1423-doi:10.5281/zenodo.1212585-TRINITY_DN7220_c0_g1_i1,MMETSP0224-doi:10.5281/zenodo.1212585-TRINITY_DN11753_c0_g1_i1,MMETSP1433-doi:10.5281/zenodo.1212585-TRINITY_DN4371_c0_g1_i1,MMETSP0982-doi:10.5281/zenodo.1212585-TRINITY_DN11763_c10_g1_i4
